TEXT,Label
now that i have blocked the close minded people i will explain why i have this belief with regards to the hijab and niqab islam came to 7 th century arabia because of how uncivilised they were nothing changed in most arab countries excluding the uae,1
lrt im not one for excessive violence but fuck if that scene did not get my dick so hard when i first saw it,0
oh you mean like count dankula who a self admitted communist with a tattoo of a red star on his chest who just got convicted of being a nazi because he white cowards like you find it very easy to attack the enemies of the jews,1
imagine being so disconnected that youd think a dickies work shirt and some black pants are comparable to a fur suit imagine crying about optics while writing for a site that screams nigger in every title like a  year old on xbox love who d just found 4 chan,1
ayo paging dr faggot got me crying 😭 😭 😭 😭 😭 😭 😭,0
piers morgans on his high horse again this morning telling people in another country that they should ban firearms the reason moslems dont fear anyone in europe is thanks to people like like him promoting the jew agenda of disarming native europeans while inviting in millions of savage moslem beasts,1
this center is going to highlight lack violence when those who visit get robbed raped and killed,0
  some retard already made a like farming meme about him,1
let us explore the joys a moment when it matters i was receiving a shiny award for being a bright young thing standing together getting a group photo a stale white males awardee says we better not stand too close or else our wives may think we are homosexual,0
get the showers fired up it gonna be a merry christmas i guess even sand niggers can do a good thing every once in a while,1
niggas fucking off but want they bitch perfect,1
 literally no one cares oh look we got a white person to complain about this wow good job,0
  we need encouraging words this administration has made ameria one of the shithole countries please stop this insanity,1
 trump acts like a president obama acts like a nigger street punk from chicago the clintons act like white trash spoiled crybabies and sore losers,1
slight correction jewish supremacism is winning wtf you think let these sand niggers into our backyard,1
strikes what israel is too small for immigrants,0
 as long as it valid truthful no woman really cares i have seen mgtow men claim men are abused more than women they are raped more than women some mgtow are very kind people who have been able to find a great community behind them others are incels who hate women,0
going right to my white boy in raleigh,0
gays if your hag is dating a homophobic man then yes the rumors are true your hag is homophobic too,1
oprah was like roseanne was most viewed show on the network and grossed in so much money and bob was basically like man fuck that shit it ain t nothing to cut that bitch off,0
imagine being this retarded,1
  it was not clyde it was some foul fowl,0
coming together for christmas wow tesco has lost it mind for moslems and jews christmas is pagan celebration aside from fact that they would not eat turkey which is not halal i wish pork was traditional christmas dish in britain too then this advert would have had a different meaning,1
juri was very passionate about things that mattered to her as she vehemently objected to kaien plan to kill all vampires declaring that not all vampires were bad and physically opposed him,0
ai is dumb as fuck so they can only build a retarded robot if they are lucky like ariana grande but smarter,1
once again i clean the community health center albeit they left the community for the burbs but want the people to come here anyway she bitched about treating a refugee from uganda because that country should be taking care of her sigh,0
memo to globalists you should really do some research about the impeachment process type impeach the president into a search engine and pay particular attention to the first step addendum do you clowns ever wonder why the world is laughing at your retarded ass,1
 this is the ghetto i hate it here,0
while they purging free speech on social media honestly i think they created free speech web to see how many people come here and what they say against them go to go now need to work to support oppressed niggers fs habits,1
soo what countries taking american refugees because this system is acrumbling,0
 my middle school band director was a nazi and my current one is a pedophile uh,1
not surprising when the white majority has had marxist propaganda shoved down their throats by kikes for decades from all angles pedowood talmudvision print media all jew owned and pushing poz   public school systems and higher academia infested with commie jews dictating the curriculum,1
q what do you tell the muslim woman who has two black eyes a nothing her husband told her twice already,1
not hard to understand why canadian asians are up in arms over calling moslem pedophiles asian,1
yet when a nigger was made good on the north side his fellow simians literally camped out on the lawn of the 4 th precinct for weeks,1
amy loves to guzzle down nigger cum,1
ye he gay,1
the eu will not even offer you any lube just dry hump europe until it moslem raw,1
libertarians are retarded,1
blacksketball is now owned by black rules first they put in the dunk then they stopped calling walking palming the ball carrying the ball and now the college refs are also calling ghetto playground basketball we need a new basketball league where white people again make the rules,1
betsy mccaughey is a warrior she has been all over o care like white on rice from day one,0
worst case he looking at a path to citizenship for the ones who are not violent felons and who meet the criteria that would entitle a legal immigrant to be here under a merit based system  ,0
nazi is a kike jew term invented by an inbred schizoid kike rat they were called national socialists  gorillion were not gassed but should have been the world would be a much better place,1
  he totally indifferent to me i just like that he black and gay,0
 from  hindus are  in pak every day hindus are being murder even   years hindu girls being raped are you people happy of that is it mandatory for pakis to rape hindu women before converting them,0
 lol where are the people telling a baker to make a gay wedding cake,0
😂 she wanna be so fake nonchalant you know that nigga hurt you,0
  you said we are exposed to rape culture if there a rape culture cultivated by men surely you also have to agree that there also a golddigging culture amongst women,0
more like they would love to sit in endless meetings without doing any real work okay when did you stop being gay please purple haired niggerette charge nurses would never have morning report end if it was an option murse,1
 dis nigga called us coons and niggers with a er am i missing something lmao,0
alt right movement forces israel first coffee chain starbucks to close after discovering their nigger employee sheboon shanell rivers poisoned white 4 yo girl with sheeit fixed it for ya,1
  i can lmao theater meets ghetto i will snap them in a second,0
  you guys are the biggest faggots of the west,1
more incoherent rambling from a kike who lost the argument,1
well stelter you still have two queers on the air a white one and a black one that should cheer you up a bit and kelly shot herself in the foot,0
feminists are the gender counter to how muslim males think of all women in the world feminism feminist ,0
 lol i am just gonna say karma is an army try to destroy us fufu not that easy bitch,1
our local moslimes are clustered to the south and south west serbia does not have colored immigrants moslem or not refugees who got here before surrounding countries have closed borders are located in special facilities and very few have managed to escape and live among general population,0
a lot of faggots out tonight fuck it like a shitskin pride march,1
 dear your worries are not even relevant by the way why only muslims and seasonal hindus are worried,0
team name washington warhogs team colors red white and blue team location washington dc team president anybody but bruce allen,0
to calm my nerves i flame ah backwood up now im like ching chong 😌 🍃 🌬,1
  i work in an urban school district i am already giving to the black hispanic refugee and illegal alien communities i will be damned if i am going to pay  red cent for a sin i did not commit,0
 i am sorry nour people suck and tay loves you,0
so i just realized that  aka albino nigger pictured below the leader of faggotwaffle and nigerian resident shares a name with jews so that certainly interesting,1
u white devil,1
 should not vr called zayn a sand nigger 🤷 🏻 ‍ ♀️ 🤷 🏻 ‍ ♀️,0
notice how none of the race retards has anything to say about the conspiracy behind the comeback leading to the women french open title omg it wuz too european white women so it must b teh pure,1
i am laughing at burundi na tunaplay na waharabu kesho we prolly gonna get our cheeks clapped properly lmao,0
game over kike suddenly you have amnesia i would say where we met and talked i do not want to broadcast it so you have dirt on me anyways identity very confirmed hoe,1
 tell us first who are these white supremacists how do we know that you are not one of them,0
unconfirmed backstory white girl refers to black girl as nigger on facebook black girl responds to prove her wrong,0
i am glad that there a division of labor with regard to strategy and tactics in the pro white movement because there d be no future for white people without it,1
self loathing beta males become feminist to get their only chance at a hand job from a fat dyke who hates herself enough to give one to a gender she self proclaims she hates ugly fat ugly,1
pipe down nigger lover,1
  maybe for the future you could post any queer couples if you want,0
 they deleted it right after lol then blocked and unblocked me why u defending trailer trash so hard,0
i changed my mind jotaro hates women but he respects dykes because they hold nothing but contempt for him,1
grandpa fought the nazis so cops social workers could pretend to not see sandniggers raping little white girls,1
 it okay to be white i love everyone the same no matter the color of their skin and only judge people by their character,0
get a load of this faggot crying about some sjw cunt being trolled by wildgoose and pulling the collective guilt bullshit you sound like laura loomer still shedding tears over heather heyer bloated carcass,1
i fucking hate my aunt 🤣 she thought the  commercial said “ arby ’ we have the meat sweats ” 😭 😭 🤣 🤣,0
these nazis that post here at gab seem to be a bit delusional and mostly retarded to say the least lol trump gabfam speakfreely,1
the catholic church stopped being a bulwark against western rot when the church became infested with homosexuals it is now just as if not more corrupted than the government bureaucracies of western nations and has sunk so low we are hearing stories of depraved gay orgies on sacred church ground,1
suck that nigger dick you fucking faggot i absofuckinglutely hate what america has become goddamn white man get off your fucking knees,1
gimme all of that ultraviolence,0
mid tipperary minor football full time moyne templetuohy thurles gaels    gortnahoe glengoole   ,0
well what other way does a corrupt dyke make sure that her pervvy pedo mates do not spend the rest of their sorry lives picking up soap,1
 i fucking hate you lmao,0
that the kind of trolling that makes the jews in israel want to kill him god bless that brave brave man and keep him safe from his enemies,0
 lmfao i hate youu you are so annoying,0
life under nigger rule ,1
another one in the news black man sitting on the couch eatting ice cream police woman come his apartment shoot him dead you can live like you white but in there eyes u still a nigger,0
when donald trump extend his moslem ban to include the whole of planet earth,1
 i thought you were like a sophomore help,0
that right bill having to rape women is all in the past since the white house he has had a steady flow of bimbos willing to let him grab their p,1
youtube is cratering at the moment caught discriminating against whites and asians in recruitment bans people for question narrative issues strikes on accounts their safety team disagrees with in bed with the adl far left lunatics pulling the strings edgy hormonal teens running twitter account,0
is retard a pronoun,1
lasvegasshooting lasvegas who do u trust isis fbi msm so far isis greater credibility and now dominate narrative in muslim world what westerners believe utterly irrelevant isis winning muslim hearts and minds who dominate through rape crime impudence violence in modern west,1
 i just do not think you know how the justice system works is this a white person thing,0
europe imports savages gets ghettos and crime and is surprised wherever they infest white nations this happens it proved by simple observation and experience and no where do they support the system or pay into it,1
 christians fail to explain how this harms them though it harms us when you faggots behave like the disease vector pedophiling murderous raping druggie shiteating conscienceless prog degenerate scum that you are aids is proof that god hates fags,1
sad story to be sure on a side note some guys should not ever wear tank tops how does any take that spaghetti armed guy serious dress like a white man that nigger shit unless you are in the gym,1
since jews have tried to exterminate white it seems only right that every single jewish girl have a nigger for her first night those who say they are jews and are not but do lie and are the synagogue of satan,1
he sounds like a nigger trying to cure aids by fucking little girls disgusting piece of shit,1
 but did not romans crucified christ so why blame jews 🤔,0
  illegal immigrant muslims hindu sikh jain buddhist christian and yazidi refugees should be granted asylum and citizenship muslims can and should seek refugee status in pakistan bangladesh and other islamic countries,0
 truly the ghetto,0
gyu broke a caratbong and now his shoes are flying away from his feet dude,0
  can ’ t be as retarded as your pops in your avi,1
trump saying we will support resettling refugees in their own region safe responsible and humanitarian approach yes un,0
im gonna eat every nonlesbian who says dyke fully knowing they should not i feed on stupid little bitches,1
 he never defended nazis you are a vacant talking head,0
of course the most at risk though are not going there to be raped and tortured i will see if i can find you an article on just one of several cases this one stood out as the filipina in question was herself a muslim,0
gay furry sex games egg whites for facial wrinkles bully breeding my mom porn gif,1
 well the issue probably was that they went out of their lane beyond the porch monkey roll they serve for the islamophobia industry they probably went a bit too far with criticizing other faiths where it not open season yet,1
megyn is a shame to usa she is typical msm vlad shamed her right back good nasty lil bitch ho,1
why is she apologizing to the token ghetto boy,1
tbh i never watch nigger ball of any variety anyway the boycott for me is a continuation of the status quo,1
death to faggots,1
i know for a fact niggas like hoes idc how much y ’ all the try to degrade females for being goes y ’ all love em,1
 and not just soviet jews were among the most important scientists ever since the astronomy schools of babylon,0
a dyke puts the mannish moves on a femme at a lesbian bar in paris  photograph by george brassai,1
   u talking about the white supremacists neonazi sympathizer called djt 🤔,0
the more masculine men are the more feminine women become so women actually cant be feminine when they are surrounded by what can be colloquially called beta males as in feminine tara mccarthy,1
interesting stuff i will not lie with all the current talk of some blacks wanting to re segregate it hard to argue against most people think a militia enforced instant segregation when they hear the term white nationalism and that enforcement with violence is what scares them,0
oo i had no idea it could get even better yes please start talking about this you crazy anti america nigger mother fucks,1
a pimp knows that having only one hoe means he really has no hoe,0
greatest hope for mankind is to reach out to muslims who have not yet been enlisted to violence,0
 trust that shits crazy 😂 just do not take all white shoes like i did ,0
also  2 white and   nigger halfrican lol,0
 even on its face not quite as bad as the nazis is not really a defense of the morality of a thing,0
 accept it india is not for muslim refugees they have enuff countries he has got support here huge one,0
listening to gavin mcinnes talk about why white people should adopt niglets makes me physically nauseous 😡 🖕 🐒,1
and the new polish pork butchers was not just a small discrete shop tucked at the back of the muslim ghetto it a bloody supermarket with a giant plastic grinning pigs head over the door i must get a pic,1
so good with money these jews are i see why we are only  trillion in debt oy mcvay,1
 do you love your muslim nctzens 👀,1
these one time bible mockers are now quoting the words of the torah in the old testament — yes those supposedly antiquated misogynist bigoted words — reminding us of israel calling to care for the refugee and the foreigner in their midst michael brown,1
 proof that you are retarded because you play xbox that not even accurate lmao,1
white girls can not dance like ghetto whoes there fixed it,1
 i hate you,0
better yet call becky with the hoe pxy,0
do you have any good examples all i see is wherever blacks move in you get a ghetto wherever whites or asians move in you get gentrification do you really believe all men are created equal what about midgets how do you explain midgets,1
rick ripping that guys throat out to save carl from getting raped by that old hillbilly top  savage twd moments,1
well well niggers and beaners are murderous animals who da thunk it,1
i miss the niggers 😪 those were the times 💀 💀,0
buying white baps instead of brown because it ’ sunday and i ’ m a crazy mofo who can ’ t be tamed,0
 damn i forgot you do security lmfao you do not count tho hoe lmao,1
according to islam arabic is the language of allah louis farrakhan is the only moslem i can think of who can not read nor speak it,0
 i slick found them hoes roun,0
does anyone recognize this google girl we are supposed to be celebrating she is a random brown person i cannot remember the last time anyone that could be recognized as a white man specifically has been hurrahed by google for no particular reason,1
your retarded threat is ambiguous and reflects a posturing loser with all bark and no teeth if you were scary you would not need to spew words you would just be pretending your fake phone call harassment was effective bodes ill fakersgonnafake,1
for different reasons the conservative labour parties support mass 3 rd world immigration while ukip prefer paki moslem immigrants as long as they speak english over white christian europeans who may not be as fluent in english as them britain is crying out for a pro white political party,1
nigger lovers end up knocked up or beat up,1
cool i see white people having babies with asians and blacks at this moment,0
i have to see niggers at work in cars at stores just about every fucking where but one fucking place i refuse to see them is in my home that includes the tv muh sportsball,1
i hate them off white belts,0
travis is a faggot after dating kylie no kap,1
the bigger the hoops the bigger the hoe guy at gas station,0
anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking,1
where the jews want you white goy rough sleeping has soared to record levels with nearly  people — including a large number of veterans — estimated sleeping rough last year in england while local authorities rolled out the red carpet for refugees,1
as evidenced by the fact that they do not attack nigger toxic masculinity like rappers ball players with the same ferocity with which they attack toxic white men,1
 hey andy welcome to gab while  was screwing with our feed or putting us in time out andrew torba was creating this 1 a based platform like social media was meant to be lots of bird channel refugees about sure you will run into many more glad ur aboard,0
   so u r ok with hindus getting raped killed converted in these countries where sud such hindus go there is not a single hindu country left in the world muslims dont have any problems there,0
i wonder if this pos judge has ever ordered a muslim to learn about christian faith for  mos at a christian church,1
no truer words as i laugh at the coons who come here to beg for acceptance  ,1
when moslems flee moslem countries dont that make them islamophobic,0
this is why i propose using baconas a vetting process it smells good tastes great and its muslim kryptonite,1
if you ever need surgery i would advise you to cover up your tattoo with some sort of product unless you know the person operating on you is pro white because is your tattoo worth some kike doctor deciding to commit malpractice to cleanse the world of evil nazis,1
to hell with those murdering lieing sand nigger palestinians,1
i am going to build you a brother fuck the sandniggers the arabs are pigs and here you are defending them these arabs are the ones raping your precious europeans but let not blame the muslims cuz muh zionists in israel did this bitch you are a cuck,1
fbi completely inept paralyzed by pc airport shooter who killed  while shouting allah akbar converted to islam changed name to aashiq hammad purchased ticket under new muslim name recorded islamic religious songs fbi can not tell terrorism was the motive maga trump gabfam banislam,0
these guys are so mentally retarded that they believe their own crap that a pathology for sure,1
wait wut subaru is a lesbian car,0
and now vigilante harassment of us official carrying out their jobs in regards to illegals,0
 the one who embarace islam others on street of usa were disgracing islam allahs_islam vs mullahs_islam,0
 when will these people understands how asians really suffer from racists too,0
 there r  muslim countries how many countries for hindus sikh jain buddhist more than  million refugees we have and we already accepted  million so cut ur crap and please ask some muslim countries too to take there responsibility as muslim nation,0
bitches piss me off that why it be hard to date one,1
ppl fuckin retarded,1
 katie hopkins reports pakistani muslim man assaults white man is racist attack civil unrest as crime against english people from immigrants rises,0
shithole of fakenews in the third paragraph ofthe washingtonpost story that broke president trump alleged comments about certain shithole countries we learn that the president said he would be open to more immigrants from asian countries because he felt they help the united states economically,1
depression and related mental illnesses likely have a genetic origin which is aggravated and triggered by social environmental changes which are clearly happening all over the west the genetic predisposition to depression is also race specific whites asians being more prone blacks a lot less,0
we have laws because people commit crimes niggers chimp out they can not get that they flee da hood because of niggers and bitch that racist whites do not want them as neighbors low iq logic from turd flinging monkeys,1
caroline touches the bottle of white wine she shouts about breaking the law,0
when a groid breaks into her house for a little rape she will be wishing for that gun,1
adulting so ghetto i did not sign up for this 🤦 🏽 ‍ ♀️,0
western women use vagina stereo speaker to blast unborn babies with feminist female empowerment musics of negress beyonce hag madonna breasticular katy perries slav expecting mothers enjoy cerebral classical music of tchaikovsky dvorák mussorgsky stravinsky free of vaginal intrusion,0
arat tagaytay now 😣,0
men must not confuse chivalry with letting women walk all over you,0
your gonna fail due to defectors with multi ethnic families the africans muslims and asians think jew are white your gonna get us infighting then we lose big,1
  yes i am not surprised i do not know if you remember but the hatred for the sri lankan refugee tamizh hindus was phenomenal in the 1 9 8 0,0
you are going to get raped fed you and all the other siege niggers,1
ha ha ha reminds me of the hate mail from calgary being sent to synagogues of satan this kike commie double speak and double think p*sses  me off,1
that taimi app is clearly not for lesbians lol they have bear and twink and bisexual and chaser as options to describe yourself but not lesbian or dyke,0
morbious stone comment to reality bwhahahahahaha you retard go back over my posts you stupid gay nigger licker you are good for jews,1
as long as women are in the game it nice to have some intelligent ones but like the homosexuals you will never get that cat back in the bag obama knew that,1
 who the fuck is this nigger,1
we have had the best labor day weekend today we handed out condoms at the gay pride parade and then i taught jamal and ubuntu all about recycling our own feces,1
you must be retarded it jews at the top of these media organizations do not make me produce a list this is very easy to verify,1
 if you unfollow me you faggot,1
 ah can honestly say ave never had a deep fried mars bar they do not do them here prefer a nice deep fried faggot and chippies 🤪 🤪,0
note how the blacks do not seem to be observing any sort of consistency in their ascending and descending of the stairway causing the young chinaman to have to wind his way around these irrational beast people it will not get any better china it ll only get worse get rid of them,1
asians really study black ppl and our culture and come on here acting black and making black music and dont even kno wtf goin on omg,1
 it ain t over until the white house hillbilly calls out a feud,1
i feel like dealing with us dykes or studs is difficult 😭,0
it is that another beaner who won the affirmative action diversity lottery,1
oh to be back outside of liquidation at  am yellin the words to white lines by grandmaster flash x,0
 they bouta see how much cheese them white t boyz really getting,0
japan does not have holder dropping boxes of guns and ammo in ghetto alleys though homogenous nation,0
 wab bitch i ’ m ghetto,1
  maybe they should not support racist homophobic islamophobic 🐷 🐷,0
it is appropriate to stand for gay rights but not for the right to chemically or socially engineer a gayer population,0
streetshitter is as streetshitter does what do you expect from that mudslime sack of shit,1
tell me again why the bronze medalist muzzy was given this honor white privilege,1
any sufficiently conservative political party would prohibit women from full membership only admit virgins wives widows to associate membership and bar any person without adequate national heritage ,0
you just wrote some nigger words like the low energy obsolete farm equipment you are boy,1
bloodthirsty kike is bloodthirsty,1
ghetto niggers know ghetto nigger stuff what can i say other than war is not ghetto nigger nonsense grow up lil guy your stupid is showing,1
  that how blacks behaves always protecting whites even after they gave our african people hiv n aids raped our grannies eish blacks,0
it clearly states that glorifying violence is against the bitchute tos so i guess every heavy metal song ever written is out of the question then as well whatever these people are fucking retarded lol,1
the catboi spic cries out in pain as he strikes you,1
justin looking mighty fine in his white polo shirt,0
who pussy would be better anne coulter or laura ingrahm both would be good to talk nasty to when i am breeding with them give laura a proper white baby then talk hatred of the nigger with anne coulter,1
     the oversexualization of queer identities  electric homophobic boogaloo,0
those ridiculous lifetime benefits are contracted you do not seriously think access to the lavish va system is because the gubment is magnanimous do you got to be illegal or a ghetto rat for magnanimous treatment,1
 theres definitely thousands of young black men being killed each year i dont think its nazis tariq wonder who it could be 🤔 😂,1
part and parcel of living in a big city london muzzie mayor sadiq khan,1
do dykes keep their nails short,1
they do but they have some lame ass idea that they can benifit from it as its replaced and they are just dumb enought to think this time they will get it right they are just as retarded as you but arguably better at murder just saying,1
 she is being threatened with actual violence not the pretend violence you are worried about,0
wow she comes right out and says the real people oppressed are the white males in society thanks for posting this,0
does alcholics anonymous want to know if i jack off they have already proven themselves christian nazi fa t bitches,1
emma gonzalez is not just a skinhead lesbian she a wetback too,1
  yeah twitter does not really allow for a monograph my purpose was more to interrogate the respectability politics of equating queer oppression to pride outfits,0
to hire donna brazille who was so biased that she cheated to favor hillary the dnc pick for candidate for president i certainly would not trust her being at fox we are not going to let them white boys win no bias here now move along 🙊 🙉 🙈 💩,0
 you really are stupid there is no such thing as gun violence tell the truth you dumb shit call it what it is,1
  it definitely is she started feeling bad for her and that was her 🦝 way of showing see i do not hate you those other black people might but i do not then she brushes her hair,0
nc is a powder keg of black violence huge numbers of blax only increasing nc is a beautiful area but slowly it is being destroyed,1
i think the nazis chose the wrong wedding to crash into,0
mario kart really said « let us test out this faggots »,1
rafiullah shaheed a young man from levi force was shot dead by unknown men in muslim bagh a levies officer was killed in a bomb blast in lashkar gah on sunday while militants were also killed on the same day three people including mullahaniyev were killed in chaman,0
suggestion d members of congress are bringing refugees when president trump addresses congress on tuesday i suggest that r members of congress bring victims of illegal immigrants it would counter the efforts and be a powerful message for why legal immigration and extreme vetting is important,0
the liberal retarded assholes in the canadian government do not like it when anyone speaks the truth,1
always thought it astounding no policing agency dares do this to the  armed muslim compounds all over the country,1
school vouchers are a major cuck program to use tax dollars to make private schools ghetto just like the public ones schoolchoice schoolvouchers,1
no fuckyouandthehorseyourodeinon and while we are at it you are removed from my followers muted for being a retarded homosexual,1
for an air sign i sure do fucking hate wind,0
if that was the case then people would not call me a nigger just because i made a joke,0
this neighbor at  has plates 3 d on his black audi is he going to kill me 134 days prior to valentines day or is he just an anti gay bigot who likes 3 d printers and hates on faggots now he has backed in the black explorer,0
oh look another occult remote viewing nazi with a crystal ball who believes he sees all knows all 🔮 please report back to your room for your thorazine treatment 🚫 muted 🙊,1
islam exists its a problem and should be erased period dont defend sand niggers nothing is more disgusting than someone who defends these animals all muslims are still muslim and all muslims should die by the sword of god deusvult,1
well now that that over time for me to hoe out 💃 🏻,0
this faggot  likes muslim goat dick advocates for white genocide and shills using the same repeated script i am sure that he a paid shill,1
a long video say crappy things incesitive violence to those that disagree with and believes their arguments are for the sake of justice wow i did not realize this sooner,0
well my dear lgbtq brothers and sisters i do not want to die at the hands of a muslim terrorist and as you are putting my life in danger with your politics i would like to suggest that you all go fuck yourselves,1
they all look amazing,0
everybody posting tiger idc of the nigga cured sickle cell with one hand tied behind his back wearing a blindfold fuck tiger,0
 tell me you are actually going to make the nazi pug shirt,0
trump fucked us if you still believe his bs your iq is lower than a somalian nigger huffing jenkem,1
signs in warsaw ghetto warning the jews of typhus germans warning jews about a deadly disease,0
  fire every employee that walks out and replace them with newly sworn in legal immigrants,0
how do i keep waking up single lol the ghetto,0
reminds me of the salem witch hunts back in the  bunch of hysterical women did that too,1
so your theory is whites in america are retarded for allowing in so many diverse immigrants but africa is supposed to be cool with it makes a lot of sense i smell bullshit,1
as long as you gettin money yo bitch don ’ t care if you don ’ t go out,0
i am the white devils whore 😭 😭 my ancestors must be so disappointed,1
she did not dyke her haircut did she dat bod tho,1
in general black people are capable of civilized behavior you are right that ghetto culture is an expectation not an absolute it can be changed i am a race realist but also see whole truth in  black crime rates were much lower than today,1
   i would have thought it hyperbole a few years ago too but now we got tons of white terfs trying to tie trans people to antisemitic conspiracy theories while linking with self identified nazis assorted far right groups they all left their masks back in ,0
 the ship queer sounds like the exact gay pirate vibe i have been craving my whole life,0
and added things to eill of grandpatents william scott and princess lucy johns taku river tlingit thunderbird from atlin and was in wiliams lake they took witness protection plan and dave added if i were a sex offender the property eould go to kids he raped and inplanted my aunt,0
should have known it is a fucking kike jew scum bag getting this ticket off,1
 it washed 😁,0
shut up retard god damn shut up,1
a wise white man once said as long as niggers hate each and never support their on we never have to fear them uniting and becoming independent bga bgtv facts,0
wonder what fatso had for dinner today lollers roanna fish pie i think,0
chinese colonialism means the era of the nigger nears extinction given how gay we have been lately the white man deserves to be pushed off that continent we took north america they will take africa and so the true great contest begins,1
muz listens to his her sheikhs worthless personal opinions about islam and assumes he she knows everything about islam you criticize islam also muz have you read the quran have you read it in arabic have you read it in ancient quraishi dialect,0
the left does not give a fuck about victims of muslim terror attacks or rapes they see them as bad pr their biggest concern is always that whites might criticize muslims after those attacks that why they are so rustled at kellyanne slip their only consistency is trying to genocide whites,1
looka more like something a raghead would do raping little girls and blowing themselves up hell torturing and killing a little animal nothing to a raghead,1
how dafuk a ching chong gone deliver mah food wit all dis snow out heah shiet nigga best brang mah food,1
you all taking harassment to another level out here,0
i just do not like you hoes when you a hoe you do anyything so no you not gone be around,1
 it ’ just the zoning that ’ retarded,1
the other kike claimed soros wasn t prosecuted because he was too old bulan kike claims it was because he was too young shoah  electric boogaloo will not discriminate by age all are welcome,1
definition from fr muslim this from persian mosolmān or moslemān pl of moslem and this of the ar clás muslim  adj who professes islamism ‖ religion of muhammad u t c  adj,0
smiling cuz i am young black rich and i am handsome,0
what part of they want to kill us regardless is so difficult to grasp that all i have been saying yet you lot are so erroneously laser focused on the jews that you are likely to let a moslem take you by the hand,0
i want a gun so bad i am not gone shoot nobody or nothing might hit a couple hoes inna mouth tho like huh whatchu say,0
no only mates mucking round in a boxing gym in a once white ghetto recently turned black,0
aa the direct appeal to the most base human desires is a cheap kike trick and it the reason that people call jews the devil and satan,1
sorry patience has worn thin at this point if any of these kike lovers even mentions isreal i mute them i do not want my screen getting infected with degeneracy,1
i am seriously all for these vintage reworked clothes but they are all made by skinny white bitches who use their bodies as reference then say their clothes are xl but that shit will be barely fittin over my titties let alone my chonky belly 🙄 🙄,0
next weeks stephan molyneux shows will be titled coons are they even the same species and the truth about drowning picaninies in a bucket,1
clapton told the crowd that england had become overcrowded vote for powell to stop britain from becoming a black colony that britain should get the foreigners out get the wogs out get the coons out then repeatedly shouted the national front slogan keep britain white prophetic,1
how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs,1
 muslims refugees will be given refugee identity not citizenship those muslims in pakistan bangladesh got a big coumtry in partition now what else they want 😠 😠 😠,0
do not worry bud thanks to the financing of nazi collaborator george soros your shit site will keep popping up again and again georgie needs you neo nazi libshits around pretending to be right wing keep up the good work for the glorious neo pagan socialist workers fourth reich oberführer dipshit,0
homosexual left winged anarchists far right authoritarians who merely want to preserve their race lol okay retard likingredisanargumentnowguys,1
she used to say some pretty woke shit still a boomer dyke feminist though,1
goddamn they are retarded fucking phone,1
celebs who threatened to leave if trump becomes president and now say they will not should be appointed as ambassadors and be sent to war torn moslem countries where they can experience exactly how ambassador stevens died,0
well fuck it saturday i have to go to work somebody has to keep all the little ghetto niggers in pampers,1
just trying to sync with your thinking and logic was mere clarification sorry if that in anyway offended intimidated or made you feel uncomfortable so your answer to  is low iq economic immigrants because they are a loaded gun by the deep state though you did not mention that earlier,1
 it is a muslim ummah issue what you scared of loss of money,0
mask status off kikes are at their most dangerous in this state unlike when a crab or lobster molts and is quite vulnerable the fully exposed kike has an almost insatiable lust for goy child blood it can be distracted with gold coins but only briefly,1
shifty jew changes his mind decides he really a retarded nigger,1
  maximum inclusivity we are all white supremacists now,0
true acne vulgaris in adult women may be due pregnancy or disorders such as polycystic ovary syndrome hirsutism or cushing syndrome,0
gucci flip flops fuck it hit yo bitch in ma socks,0
i am a retard or a jew for noticing the crazy claims that jews published themselves regarding the holocaust nice try kike,1
the democratic party is the party of jews and jew causes minority mutts dumb white bitches that they appoint to certain leadership positions are just puppets facade to disguise the real core and purpose of the party study jewishprivilege and who really matters in the case of conyers franken,1
 this flop actor does not understand the difference between refugees and illegal immigrants  was talking about the minorities from pakistan bangladesh and afghanistan who were persecuted by muslim fundamentalists in their respective countries,0
of course if you are a homosexual clothing designer or activist you seek to design women clothing in such a way that regresses women to a state of looking like little boys is that healthy well to leftists it is this too shall pass maga redpill,0
further circa  mild retardation was marked at iq  once the jew headed uncivil rights nigger promotion scam was underway it was realized niggers mean iq is  mild retardation so they lowered retarded to  on paper but everyone knows niggers are retarded mentally,1
it is a fictional story about a mudshark vanessa her absent black husband obi o konkwo and her rogue piccaninny child jiglet it is based on real life events and characters written in the style of the janet and john books of the 6 0,1
goatfucker memes feat the king goat fucker himself,1
you are retarded sir no sand niggers muslim no fighting period dude 😉,1
 it de blasio a libtard illegal and moslem supporter,1
muslim criminals invading and taking over canada,1
should martin shkreli get raped in prison,1
seeing the little boy king in his final days shows just how much americans have lost the obamas and clintons do not care about america it all about power money and destroying america the immigrants refugees and drugs now pouring into america will hurt the protesters way more than mr trump,1
        you are not making any sense and you do not have an actual point none of those people were potus none of them had a presidential cabinet employing white nationalists and nazis speak on the current administration and its racist ties or stfu,0
